id,Formule,BG,IM,CA,a,b,c,alpha,beta,gamma
mp-7914,NaScO2,3.98,False,2424.560434343549,3.1625814166058586,3.1625814166058586,16.167917775054764,90.0,90.0,120.0
mp-7921,MgPdF6,1.8285,False,72200.84236859188,4.931299724025061,4.931299724025061,13.529971815741508,90.0,90.0,120.0
mp-7928,K2PtS2,1.2355999999999998,False,85355.80796884278,3.6186655897013416,7.098178932701671,9.412076785098767,90.0,90.0,90.0
mp-7929,Rb2PtS2,1.2521,False,100232.41293131748,3.649726006860059,7.314518603315928,9.8947894216789,90.0,90.0,90.0
mp-7936,LiNbS2,0.7134999999999998,False,471530.5134154525,3.379511532247833,3.379511532247833,12.88272117,90.0,90.0,120.0
mp-7937,NaNbS2,0.6250999999999998,False,422686.4396842488,3.426692771606144,3.426692771606144,14.15652617,90.0,90.0,120.0
mp-7939,NaNbSe2,0.5013999999999994,False,433681.6562374442,3.5745049706748264,3.5745049706748264,14.80995926,90.0,90.0,120.0
mp-7950,ThSeO,0.7690000000000001,False,60687.97287831364,4.03862619,4.03862619,7.07161869,90.0,90.0,90.0
mp-7958,KLaO2,3.8596,False,2424.4110916867903,3.714999981146087,3.714999981146087,18.60610088209639,90.0,90.0,120.0
mp-7959,KErO2,3.9606,False,1915.2717794704072,3.4083938692741373,3.4083938692741373,18.52192202936645,90.0,90.0,120.0
mp-7972,RbLaO2,3.522,False,2625.253378206517,3.733184525784965,3.733184525784965,19.602082796982163,90.0,90.0,120.0
mp-7973,RbNdO2,3.4259999999999997,False,2912.047174487109,3.643908003784008,3.643908003784008,19.666961709207744,90.0,90.0,120.0
mp-7976,RbGdO2,3.0036000000000005,False,3406.7798581994,3.5427308168687297,3.5427308168687297,19.559266622126994,90.0,90.0,120.0
mp-7977,CsSmO2,2.9281000000000006,False,3431.1852172718404,3.6264632313694776,3.6264632313694776,13.74930084,90.0,90.0,120.0
mp-7979,K2PdF6,2.0399000000000003,False,16463.907998404524,5.692030111272928,5.692030111272928,4.60172173,90.0,90.0,120.0
mp-7988,Cs2O,0.5831999999999997,False,256922.89481703893,4.197928893645642,4.197928893645642,20.09399423504375,90.0,90.0,120.0
mp-8016,AlCuSe2,0.8921999999999999,False,199982.6375933746,5.586895595237361,5.586895595237361,11.057294715261245,90.0,90.0,90.0
mp-8017,AlCuTe2,1.0186000000000002,False,319313.0016130894,6.034586522527073,6.034586522527073,12.011829386038276,90.0,90.0,90.0
mp-8041,Rb2S,1.9632,False,45433.19359762542,7.777320933490631,7.777320933490631,7.777320933490631,90.0,90.0,90.0
mp-8128,NaNdO2,3.3353,False,2573.9543881300187,4.74060428402085,4.74060428402085,10.97372898304296,90.0,90.0,90.0
mp-8136,ThSO,1.1144999999999996,False,34968.605989908945,3.97421556,3.97421556,6.77586343,90.0,90.0,90.0
mp-8152,Li2CeAs2,0.6880999999999999,False,460402.2486071861,4.262679929845107,4.262679929845107,6.8298997,90.0,90.0,120.0
mp-8175,KTlO2,0.8820000000000001,False,137234.67037901733,3.4535242973327644,3.4535242973327644,18.306719996473184,90.0,90.0,120.0
mp-8176,RbTlO2,0.8461999999999996,False,150778.75717179524,3.48784157923181,3.48784157923181,19.203962748926696,90.0,90.0,120.0
mp-8177,HgF2,0.9687,False,97377.12392970888,5.556361843949142,5.556361843949142,5.556361843949142,90.0,90.0,90.0
mp-8181,Li2CeN2,1.2035999999999998,False,309192.9980190044,3.5735077550689733,3.5735077550689733,5.43007881,90.0,90.0,120.0
mp-8188,KScO2,3.6241,False,2531.4224280641583,3.2212256938291337,3.2212256938291337,18.32343693591909,90.0,90.0,120.0
mp-8226,ThNF,2.2590000000000003,False,8203.687447345876,4.008795930883139,4.008795930883139,20.300737860803384,90.0,90.0,120.0
mp-8255,CaPtF6,2.643,False,8873.905638087723,5.1919305248511,5.1919305248511,14.903034106222874,90.0,90.0,120.0
mp-8256,ZnPtF6,2.0919,False,88208.41493965672,4.956223896552941,4.956223896552941,13.765944681960754,90.0,90.0,120.0
mp-8260,NaGdS2,1.762,False,60189.50907604073,4.020110533482038,4.020110533482038,19.816624598588835,90.0,90.0,120.0
mp-8276,Sr(ZnP)2,0.8285999999999998,False,397073.6473252399,4.081281343079267,4.081281343079267,7.09682644,90.0,90.0,120.0
mp-8277,Sr(CdP)2,0.7109000000000001,False,371391.7504550661,4.359522220957518,4.359522220957518,7.31153407,90.0,90.0,120.0
mp-8278,Ba(MgP)2,1.1366,False,252430.03640810424,4.374277007884123,4.374277007884123,7.62668553,90.0,90.0,120.0
mp-8279,Ba(CdP)2,0.6835999999999998,False,393647.90666924114,4.437200700112347,4.437200700112347,7.61485279,90.0,90.0,120.0
mp-8280,Ba(MgAs)2,1.0689000000000002,False,312383.2603349332,4.492983555272889,4.492983555272889,7.77005598,90.0,90.0,120.0
mp-8289,SnF3,2.7195,False,7433.081679332176,8.697951889614073,8.697951889614073,8.697951889614073,90.0,90.0,90.0
mp-8291,BaTiF6,4.3236,False,1471.815100285188,7.409294745509793,7.409294745509793,7.243374630764433,90.0,90.0,120.0
mp-8298,Sr4P2O,1.2134,False,207960.65972027215,4.814255657166646,4.814255657166646,15.995377817463115,90.0,90.0,90.0
mp-8299,Sr4As2O,1.1923999999999997,False,259193.16692147104,4.857748803716024,4.857748803716024,16.348874162305346,90.0,90.0,90.0
mp-8301,Gd2CF2,0.7328000000000001,False,313495.74585147214,3.719749954792479,3.719749954792479,6.43999874,90.0,90.0,120.0
mp-8348,TlSbF6,4.3334,False,1221.283655367561,7.691566867726074,7.691566867726074,7.709062465957791,90.0,90.0,120.0
mp-8393,Tl3SbS3,1.592,False,266429.622610113,9.668525231747664,9.668525231747664,7.524514919878448,90.0,90.0,120.0
mp-8399,CsCdF3,3.2859,False,928.0827566443754,4.4868106800000005,4.4868106800000005,4.4868106800000005,90.0,90.0,90.0
mp-8407,Li3LaP2,0.6124999999999998,False,417717.59782954986,4.227570234996691,4.227570234996691,6.88330997,90.0,90.0,120.0
mp-8409,KYO2,3.9739,False,2029.174495125604,3.456495830459509,3.456495830459509,18.582286919784195,90.0,90.0,120.0
mp-8430,KLiS,3.0571,False,4297.172652751862,4.31172379,4.31172379,6.9418715,90.0,90.0,90.0
mp-8452,NaLiS,2.2642,False,4514.839140198535,4.00926097,4.00926097,6.47945416,90.0,90.0,90.0
mp-8470,NaPrO2,3.1965,False,2725.2031180778768,4.769976972647107,4.769976972647107,11.140240967368758,90.0,90.0,90.0
mp-8579,Ba(AgS)2,0.8761000000000001,False,99643.13642775409,4.395652773662516,4.395652773662516,7.26815684,90.0,90.0,120.0
mp-8584,NaErSe2,1.9258,False,24258.858375349773,4.0815849450739785,4.0815849450739785,20.761747754563217,90.0,90.0,120.0
mp-8621,K2PtSe2,0.9345,False,301756.0364292911,3.7690503513755385,7.38322861819781,9.718584953452895,90.0,90.0,90.0
mp-8622,Rb2PtSe2,1.0034,False,283592.3353381461,3.795876349801565,7.619263505433866,10.20088095925044,90.0,90.0,90.0
mp-8658,CsNaSe,2.027,False,45657.00592164812,4.9949251,4.9949251,8.1072423,90.0,90.0,90.0
mp-8751,RbLiS,2.745,False,5798.108931361367,4.41180301,4.41180301,7.26324285,90.0,90.0,90.0
mp-8756,KLiSe,2.5249,False,12517.65132389981,4.50147408,4.50147408,7.20714494,90.0,90.0,90.0
mp-8818,Ca2ZnN2,0.7618,False,173673.98573903082,3.579630731830518,3.579630731830518,12.552653628812164,90.0,90.0,90.0
mp-8830,NaRhO2,1.3773999999999995,False,293044.74917305965,3.1173379381712683,3.1173379381712683,15.275066728828229,90.0,90.0,120.0
mp-8873,LiGeBO4,4.526400000000001,False,998.030584011542,4.561494,4.561494,6.99065,90.0,90.0,90.0
mp-8922,Cd(SbO3)2,1.4136000000000006,False,36774.09289700449,5.263299531517678,5.263299531517678,4.8221408,90.0,90.0,120.0
mp-8963,Cs2HgF4,2.0818,False,2920.969068014745,4.651847420765739,4.651847420765739,14.49661146151471,90.0,90.0,90.0
mp-9006,Ho2CF2,1.1355000000000004,False,191081.89803251612,3.6319861845552746,3.6319861845552746,6.26982569,90.0,90.0,120.0
mp-9035,NaLuS2,2.4323,False,8779.86310108244,3.875461081521117,3.875461081521117,19.79132655,90.0,90.0,120.0
mp-9036,KSmTe2,1.2623000000000002,False,363821.293332873,4.571723449702863,4.571723449702863,24.521902073864556,90.0,90.0,120.0
mp-9076,NaTmS2,2.3614,False,9757.629959099286,3.9109835231248073,3.9109835231248073,19.795267814787344,90.0,90.0,120.0
mp-9082,CsSmS2,2.1397,False,26631.3193887575,4.172887316821706,4.172887316821706,24.31480524379117,90.0,90.0,120.0
mp-9084,CsGdS2,1.8329,False,73630.44744077115,4.134965697224747,4.134965697224747,24.21160109298929,90.0,90.0,120.0
mp-9124,LiZnAs,0.5518000000000001,False,378357.8514262151,5.904923725400157,5.904923725400157,5.904923725400157,90.0,90.0,90.0
mp-9125,Ca(SbO3)2,2.6943,False,3084.2803018314885,5.257915544365719,5.257915544365719,5.02144323,90.0,90.0,120.0
mp-9126,Sr(SbO3)2,2.7881,False,2848.859454669209,5.291663207155271,5.291663207155271,5.38664006,90.0,90.0,120.0
mp-9127,Ba(SbO3)2,2.8606,False,2837.0065165393453,5.32814760746502,5.32814760746502,5.81558169,90.0,90.0,120.0
mp-9166,MgCN2,3.7571,False,1929.2885596852425,3.2600891591127903,3.2600891591127903,14.147028540108757,90.0,90.0,120.0
mp-9195,BaCuSeF,1.4265000000000003,False,137046.15259772676,4.263533,4.263533,9.246547,90.0,90.0,90.0
mp-9200,K3AuO,0.5612,False,95206.74412544028,5.22438571,5.22438571,5.22438571,90.0,90.0,90.0
mp-9244,LiBC,0.8471000000000002,False,223175.28650332656,2.7378283032087447,2.7378283032087447,6.97399677,90.0,90.0,120.0
mp-9250,RbLiSe,2.3089,False,17725.60233224792,4.60204775,4.60204775,7.50977297,90.0,90.0,90.0
mp-9262,Cs2PtF6,2.814,False,1304.5655029933089,8.98590295986331,8.98590295986331,8.98590295986331,90.0,90.0,90.0
mp-9263,KErTe2,1.3304000000000005,False,466269.2191196584,4.454602998756176,4.454602998756176,24.48065650338662,90.0,90.0,120.0
mp-9295,TaCu3Te4,1.1406999999999998,False,501207.6808262144,5.95981266,5.95981266,5.95981266,90.0,90.0,90.0
mp-9306,Sr2ZnN2,0.7944999999999998,False,166144.93804483186,3.859155152638756,3.859155152638756,12.806557819802462,90.0,90.0,90.0
mp-9307,Ba2ZnN2,0.4771000000000001,False,174189.17394578274,4.196748674773235,4.196748674773235,12.98374003784539,90.0,90.0,90.0
mp-9321,Ba2HfS4,0.8648000000000002,False,123480.77087783183,4.947177871579435,4.947177871579435,15.853010885369242,90.0,90.0,90.0
mp-9361,RbLaS2,2.6857,False,11724.77006551445,4.313496055084618,4.313496055084618,22.97714164377258,90.0,90.0,120.0
mp-9362,RbPrS2,2.2686,False,21264.74500247214,4.249940644456817,4.249940644456817,23.057658547145376,90.0,90.0,120.0
mp-9363,RbNdS2,2.2617,False,19606.848064312268,4.216751312247566,4.216751312247566,23.02703029960588,90.0,90.0,120.0
mp-9365,RbTbS2,2.3079,False,12821.977826435388,4.080039225430496,4.080039225430496,22.96755476411496,90.0,90.0,120.0
mp-9366,RbHoS2,2.335500000000001,False,11285.532322452573,4.039554085036224,4.039554085036224,22.944837856657568,90.0,90.0,120.0
mp-9367,RbErS2,2.3521,False,10629.08827474711,4.019733969804928,4.019733969804928,22.92835669805269,90.0,90.0,120.0
mp-9368,RbTmS2,2.3680000000000003,False,9997.062436475211,4.001717706350544,4.001717706350544,22.919462553765847,90.0,90.0,120.0
mp-9370,RbLuS2,2.3998,False,9112.68467085665,3.967102731577513,3.967102731577513,22.88982880448147,90.0,90.0,120.0
mp-9437,NbFeSb,0.5137999999999998,False,802768.3929746277,5.941343040165678,5.941343040165678,5.941343040165678,90.0,90.0,90.0
mp-9488,SmOF,4.6648000000000005,False,1228.6256928355049,3.899224580006064,3.899224580006064,19.410831489681875,90.0,90.0,120.0
mp-9497,Pr2C(NO)2,3.717,False,2696.1281728849235,3.962899968538444,3.962899968538444,8.408912,90.0,90.0,120.0
mp-9498,Nd2C(NO)2,3.7725,False,2620.420656417853,3.9229496901567575,3.9229496901567575,8.369586,90.0,90.0,120.0
mp-9499,Sm2C(NO)2,3.9197,False,2481.0595683039824,3.8557715642153902,3.8557715642153902,8.308202,90.0,90.0,120.0
mp-9517,SrTiN2,0.7925999999999997,False,181108.99885577493,3.8876311,3.8876311,7.71043072,90.0,90.0,90.0
mp-9518,NdZnPO,1.2317999999999998,False,109245.19682620352,4.002283536222638,4.002283536222638,31.222889040542963,90.0,90.0,120.0
mp-9562,LiBeAs,1.0077000000000005,False,39840.25395232686,3.73657199,3.73657199,6.16510828,90.0,90.0,90.0
mp-9564,Ca(MgAs)2,1.2605000000000004,False,152036.75370760105,4.354346239332193,4.354346239332193,7.11395737,90.0,90.0,120.0
mp-9565,Ca(MgSb)2,0.7931000000000008,False,385878.47167753166,4.668702966660666,4.668702966660666,7.55267646,90.0,90.0,120.0
mp-9566,Sr(MgSb)2,0.9813,False,426183.8154045048,4.728552197557243,4.728552197557243,7.84881873,90.0,90.0,120.0
mp-9567,Ba(MgSb)2,0.8466,False,438194.3666157855,4.798539425659251,4.798539425659251,8.20590387,90.0,90.0,120.0
mp-9569,Ca(ZnP)2,0.875,False,306793.15624206414,4.015433515824463,4.015433515824463,6.81288469,90.0,90.0,120.0
mp-9570,Ca(CdP)2,0.8195999999999999,False,289317.1139361393,4.29230685198745,4.29230685198745,7.05544856,90.0,90.0,120.0
mp-9573,NaBeAs,1.2874000000000003,False,344224.0006657944,3.818149923520517,3.818149923520517,8.84438782,90.0,90.0,120.0
mp-9583,K2ZnF4,4.3016000000000005,False,471.69431357850215,4.044590090666566,4.044590090666566,13.039290894151282,90.0,90.0,90.0
mp-9610,Li2CN2,3.7395,False,1555.3745622647543,3.6360138434241542,3.6360138434241542,8.704401826323299,90.0,90.0,90.0
mp-9631,AlAgO2,1.4090999999999996,False,15494.023639725978,2.877864693569708,2.877864693569708,12.24930776,90.0,90.0,120.0
mp-9813,WS2,1.6021,False,103099.98882202672,3.184866510777023,3.184866510777023,19.469401733805515,90.0,90.0,120.0
mp-9821,RbSbF6,4.8849,False,507.5468045415349,7.549126683316475,7.549126683316475,7.629588796224952,90.0,90.0,120.0
mp-9912,Li2CeP2,0.8280999999999996,False,453446.54740799,4.154209455584193,4.154209455584193,6.64447003,90.0,90.0,120.0
mp-9915,LiBeP,1.1585,False,24947.89960466696,3.60554335,3.60554335,5.99069175,90.0,90.0,90.0
mp-1001604,LuTlS2,1.3485000000000005,False,20874.396445337843,3.919933197468372,3.919933197468372,22.504731060000047,90.0,90.0,120.0
mp-1001780,LuCuS2,1.4584,False,287893.22871457896,3.829952418694364,3.829952418694364,6.065805510132319,90.0,90.0,120.0
mp-1001786,LiScS2,1.4856999999999996,False,100904.26439728268,3.6908848201747424,3.6908848201747424,18.14665740000014,90.0,90.0,120.0
mp-1006885,KNdS2,2.2595,False,18724.805950236783,4.189307228440187,4.189307228440187,21.98956758000009,90.0,90.0,120.0
mp-1006888,KYS2,2.3221,False,11574.391097217182,4.044677069628012,4.044677069628012,21.940517190000023,90.0,90.0,120.0
mp-1006891,KSmSe2,1.8906000000000005,False,61579.97458859004,4.283605960429323,4.283605960429323,22.867915950000118,90.0,90.0,120.0
mp-1007636,KLuS2,2.4307,False,8706.44441901408,3.94329300349498,3.94329300349498,21.892134780000045,90.0,90.0,120.0
mp-1007663,HoTlTe2,0.7305000000000001,False,457300.5047251236,4.432320326402243,4.432320326402243,24.403184350000107,90.0,90.0,120.0
mp-1007908,DyTlTe2,0.7156000000000002,False,476667.8754956152,4.441852276256357,4.441852276256357,24.446672190000044,90.0,90.0,120.0
mp-1008394,Cl2,2.2818,False,26178.059046736627,4.0268581,6.62215116,8.4513601,90.0,90.0,90.0
mp-1008492,BrCl,1.8129,False,76540.63894173676,4.927516,7.877746,7.810701,90.0,90.0,90.0
mp-1008506,BaGaSiH,0.4792,False,664164.2559423075,4.277147807570198,4.277147807570198,5.2846988,90.0,90.0,120.0
mp-1008561,TmTlTe2,0.7435999999999998,False,394584.1041240283,4.405909462826838,4.405909462826838,24.377232390000174,90.0,90.0,120.0
mp-1009084,BeSnAs2,0.6936999999999998,False,441626.3002954402,5.6113687,5.6113687,11.313100020000087,90.0,90.0,90.0
mp-1009085,BeSiP2,0.8007,False,25751.14800287223,5.11196259,5.11196259,10.1919383800001,90.0,90.0,90.0
mp-1009087,BeSiAs2,1.0226000000000006,False,141560.00029459264,5.33761396,5.33761396,10.644846240000094,90.0,90.0,90.0
mp-1011695,Cs2Se,1.7952,False,50295.285326278514,5.977892778259365,5.977892778259365,14.614205090000954,90.0,90.0,120.0
mp-1013527,BeGeP2,0.9023000000000004,False,147992.45751287125,5.18224573,5.18224573,10.40208988,90.0,90.0,90.0
mp-1013548,Ca3SbN,0.4075000000000006,False,308579.85836143105,4.86018189,4.86018189,4.86018189,90.0,90.0,90.0
mp-1013550,Ca3SbP,0.6583000000000001,False,519448.3427824102,5.382443769999999,5.382443769999999,5.382443769999999,90.0,90.0,90.0
mp-1014244,ZrZnN2,1.99,False,43983.01327352534,3.281255276473114,3.281255276473114,5.28227338,90.0,90.0,120.0
mp-1014251,HfZnN2,2.3179,False,25706.096506972357,3.2393364722889224,3.2393364722889224,5.27934611,90.0,90.0,120.0
mp-1017508,LuTlTe2,1.0288999999999993,False,323311.4651100277,4.374986306199004,4.374986306199004,24.398101650000086,90.0,90.0,120.0
mp-1017628,Mg(BeP)2,0.6341000000000001,False,19059.509469500757,3.6463541592403943,3.6463541592403943,6.208677881812383,90.0,90.0,120.0
mp-1018025,LuAgO2,2.2177999999999995,False,9396.333517746649,3.3736042839893674,3.3736042839893674,18.589892850000112,90.0,90.0,120.0
mp-1018031,KInO2,2.0775,False,19465.210263343168,3.3165671287990266,3.3165671287990266,18.337967505429912,90.0,90.0,120.0
mp-1018138,VI2,1.0370000000000004,False,14634.372958074411,4.1163681389902536,4.1163681389902536,7.11923527009855,90.0,90.0,120.0
mp-1018736,KCdAs,0.1656000000000002,False,423060.2062839728,4.5766098,4.5766098,7.91696195,90.0,90.0,90.0
mp-1018737,KMgP,1.6589,False,80418.23227536392,4.44860499,4.44860499,7.54192427,90.0,90.0,90.0
mp-1018766,Li3LaAs2,0.5023,False,412230.7682142948,4.344187931460059,4.344187931460059,7.042614200092144,90.0,90.0,120.0
mp-1019089,KMgAs,1.1621,False,133408.305176525,4.55263303,4.55263303,7.73356801,90.0,90.0,90.0
mp-1025029,PrHSe,1.9162000000000003,False,47523.78284468559,4.053072953486575,4.053072953486575,8.04043046,90.0,90.0,120.0
mp-1025227,Rb2MgCl4,4.8386,False,910.0086504334364,4.98979046,4.98979046,16.210387760000064,90.0,90.0,90.0
mp-1025250,RhF6,0.8667000000000007,False,473661.25627644674,6.29226,6.29226,6.29226,90.0,90.0,90.0
mp-1025286,Rb2ZnF4,4.3870000000000005,False,502.9534812037137,4.12281303,4.12281303,13.682537920000296,90.0,90.0,90.0
mp-1025396,NbTl3Se4,2.1041,False,245511.68218205395,7.957506679999999,7.957506679999999,7.957506679999999,90.0,90.0,90.0
mp-1025549,Tl3VSe4,1.5636,False,470607.3647971522,7.83873682,7.83873682,7.83873682,90.0,90.0,90.0
mp-1029258,Ca(ZnN)2,0.6376,False,100002.62855048268,3.446247358368104,3.446247358368104,5.990279020002931,90.0,90.0,120.0
mp-1029312,RbVN2,0.5831,False,527028.892039705,5.781297041382168,5.781297041382168,8.199177455566605,90.0,90.0,90.0
mp-1029330,Hf2SeN2,0.6071,False,75595.41685864417,3.601783156116274,3.601783156116274,6.614641540005123,90.0,90.0,120.0
mp-1029385,Li2SnN2,1.6967,False,49730.01368701017,3.2583029396098877,3.2583029396098877,5.429090090001192,90.0,90.0,120.0
mp-1029396,SrHfN2,1.5456999999999996,False,45849.614884283765,4.02121058,4.02121058,8.22138958,90.0,90.0,90.0
mp-1057286,CsH,2.3475,False,42008.82153760337,6.38250884,6.38250884,6.38250884,90.0,90.0,90.0
mp-1065514,YTlTe2,0.7266000000000004,False,436410.1946808865,4.458432792079935,4.458432792079935,24.39849603677942,90.0,90.0,120.0
mp-1066791,TmTlS2,1.3817000000000004,False,20778.60387972989,3.953056528639384,3.953056528639384,22.494266970000023,90.0,90.0,120.0
mp-1067280,TmTlSe2,1.1879,False,42001.76584165741,4.1111627445854015,4.1111627445854015,23.202460670196736,90.0,90.0,120.0
mp-1067744,YTlSe2,1.2608,False,46905.315617842825,4.175511964158593,4.175511964158593,23.18003202,90.0,90.0,120.0
mp-1068941,K2PdS2,1.117,False,476035.6558126921,3.61324292,7.1381175,9.3855617,90.0,90.0,90.0
mp-1069558,Ce2SeN2,0.9475999999999996,False,489449.87766937,3.928640414660586,3.928640414660586,6.98245341,90.0,90.0,120.0
mp-1069706,K2PdSe2,0.8458000000000001,False,287427.0339006236,3.77128991,7.43926082,9.677089450000476,90.0,90.0,90.0
mp-1070099,Ca(GaAs)2,0.0353000000000003,False,451982.3136374827,3.989346576723482,3.989346576723482,24.993821799026684,90.0,90.0,120.0
mp-1077553,Sr2BBrN2,2.4076,False,2764.507595137664,4.149198186159703,4.149198186159703,26.687465920356413,90.0,90.0,120.0
mp-1078419,Na3PSe4,1.1168999999999998,False,36186.58881281662,7.274003400000001,7.274003400000001,7.274003400000001,90.0,90.0,90.0
mp-1078552,Li2H6Pt,2.8838,False,3650.279108370517,6.64985432,6.64985432,6.64985432,90.0,90.0,90.0
mp-1078677,Sr2H6Os,2.4354,False,5333.936728047256,7.624555660000001,7.624555660000001,7.624555660000001,90.0,90.0,90.0
mp-1078726,CsHoS2,2.2237,False,12745.348062088522,4.057412630374864,4.057412630374864,16.10172705,90.0,90.0,120.0
mp-1078746,Sr2FeH6,1.3141999999999998,False,22921.881448301054,7.415304499999998,7.415304499999998,7.415304499999998,90.0,90.0,90.0
mp-1078990,CsTmS2,2.224,False,11260.528923954664,4.018346544122219,4.018346544122219,16.08424867,90.0,90.0,120.0
mp-1078999,NdAlH6,2.0357,False,16082.100985168625,6.419228499639798,6.419228499639798,6.1816378443894,90.0,90.0,120.0
mp-1079283,LaAlH6,2.4765,False,10597.695612192,6.516000917195697,6.516000917195697,6.291390864569765,90.0,90.0,120.0
mp-1079483,LiAuF6,1.8673,False,88774.50888480862,4.937980810153908,4.937980810153908,13.558916920351166,90.0,90.0,120.0
mp-1079627,PrAlH6,2.0349,False,15577.322617884412,6.465862718918917,6.465862718918917,6.2291426888366335,90.0,90.0,120.0
mp-1079647,BaAgSeF,1.2693,False,82464.90636713736,4.412943,4.412943,9.527038,90.0,90.0,90.0
mp-1079896,Ca2H6Ru,2.4473,False,5680.61691609045,7.19337212,7.19337212,7.19337212,90.0,90.0,90.0
mp-1080135,SrZnAsF,0.6936,False,222417.273293402,4.153937,4.153937,9.174868,90.0,90.0,90.0
mp-1080438,SrAgTeF,1.2846999999999995,False,88931.48205865643,4.39882,4.39882,9.730098,90.0,90.0,90.0
mp-1080747,ScAlCO,1.2166999999999994,False,128669.022566612,3.240907814287481,3.240907814287481,10.17230395,90.0,90.0,120.0
mp-1080771,NaCl7,0.4348000000000001,False,29605.363679463248,5.94494117,5.94494117,5.94494117,90.0,90.0,90.0
mp-1080847,Mg3SbN,1.6233999999999993,False,302845.50573237933,4.345318579999999,4.345318579999999,4.345318579999999,90.0,90.0,90.0
mp-1086652,BaAgSF,1.4324,False,61897.51098990184,4.304429,4.304429,9.419909,90.0,90.0,90.0
mp-1087532,CsLuS2,2.2447000000000004,False,10227.50186905554,3.989211863758989,3.989211863758989,16.05657571,90.0,90.0,120.0
mp-1091384,NbTl3S4,2.458,False,51855.79119848491,7.74081924,7.74081924,7.74081924,90.0,90.0,90.0
mp-1094088,NbCoSn,0.9703999999999996,False,986308.778333302,5.942632899999997,5.942632899999997,5.942632899999997,90.0,90.0,90.0
mp-1097065,Li2HfN2,1.9346,False,27588.10576509344,3.237120953308554,3.237120953308554,5.42359518,90.0,90.0,120.0
mp-1100408,TaSnRh,1.0594,False,1101466.5710065786,6.16196316,6.16196316,6.16196316,90.0,90.0,90.0
mp-1100415,ZrSbRh,1.1648000000000005,False,720506.0332815852,6.29948808,6.29948808,6.29948808,90.0,90.0,90.0
mp-1101301,TeO3,2.1595,False,9083.16505447247,5.169167770586864,8.94838082,5.073741247036422,90.0,108.83466291529642,90.0
mp-1101401,RbPrO2,3.3978,False,3055.012614874242,3.6801494518350446,3.6801494518350446,19.697806164196663,90.0,90.0,120.0
mp-1120763,Cs3VSe4,1.4894,False,159730.863538728,8.60775016,8.60775016,8.60775016,90.0,90.0,90.0
mp-1147551,KCuTeO6,0.7795,False,301811.87484716845,5.107848756326384,5.107848756326384,6.195512,90.0,90.0,120.0
mp-1178133,KSmO2,3.8604,False,2448.0254869347227,3.562373450369533,3.562373450369533,18.64131893907216,90.0,90.0,120.0
mp-1178135,KLuO2,3.9404,False,1764.1373709404384,3.347485996322061,3.347485996322061,18.483156145098494,90.0,90.0,120.0
mp-1178141,KDyO2,3.9736,False,2031.5350123439227,3.451555323856073,3.451555323856073,18.60828288248693,90.0,90.0,120.0
mp-1178160,HoBrO,4.5018,False,2042.830232636046,3.8066852,3.8066852,8.76174393,90.0,90.0,90.0
mp-1178173,Ho2TeO2,0.7656000000000001,False,134619.7240787074,3.893801159999998,3.893801159999998,12.37615084,90.0,90.0,90.0
mp-1178355,Er2TeO2,0.6536999999999997,False,133753.02872627805,3.87396588,3.87396588,12.31080472,90.0,90.0,90.0
mp-1178449,CsLaO2,2.9322,False,3256.621349689182,3.765588503404068,3.765588503404068,13.75283682,90.0,90.0,120.0
mp-1180133,NaCaH6Ir,3.4213,False,3148.9751681317957,7.226078,7.226078,7.226078,90.0,90.0,90.0
mp-1182061,BaNaH6Ir,3.2231,False,3403.6441695826165,7.845098,7.845098,7.845098,90.0,90.0,90.0
mp-1182867,AlWO4,2.9803,False,24754.62754356279,6.34346862,6.64345056,2.82216346,90.0,90.0,90.0
mp-1183053,AcGaO3,2.895900000000001,False,3060.4636529352174,3.94626209,3.94626209,3.94626209,90.0,90.0,90.0
mp-1183115,AcAlO3,4.1024,False,1355.8342067181447,3.85863387,3.85863387,3.85863387,90.0,90.0,90.0
mp-1183920,CsPaO3,2.9729999999999994,False,6191.636302835128,4.42986213,4.42986213,4.42986213,90.0,90.0,90.0
mp-1185537,Cs2HgTe,1.8046,False,517565.36927246576,9.01139554,9.01139554,9.01139554,90.0,90.0,90.0
mp-1185959,MgS2,1.1336999999999997,False,71892.4583051441,6.890758372777457,3.9105414099458464,5.096060408957439,90.0,116.43356047694527,90.0
mp-1205754,Na2CeF6,2.226,False,133912.66255831675,5.889785640133786,5.889785640133786,3.70174849,90.0,90.0,120.0
mp-1205761,K2PdBr6,0.5077,False,112186.78954699726,10.31313332,10.31313332,10.31313332,90.0,90.0,90.0
mp-1205964,Ca2FeH6,1.5002999999999995,False,19923.860694154773,6.992155100000001,6.992155100000001,6.992155100000001,90.0,90.0,90.0
mp-1205991,LaBi2ClO4,1.3154000000000003,False,43497.838632799874,3.988896999999999,3.988896999999999,9.333185,90.0,90.0,90.0
mp-1205992,HfMnF6,4.9479,False,606.7540839552006,8.1784542,8.1784542,8.1784542,90.0,90.0,90.0
mp-1206098,ZrMnF6,4.4442,False,960.6709658262346,8.22839546,8.22839546,8.22839546,90.0,90.0,90.0
mp-1206514,Mg3AsN,2.2818,False,203700.74647530605,4.206285779999999,4.206285779999999,4.206285779999999,90.0,90.0,90.0
mp-1206523,Rb2MnF4,3.0201,False,754.0260639548061,4.2269843,4.2269843,13.79934732,90.0,90.0,90.0
