,id,a,b,c,alpha,beta,gamma
177,mp-2286,5.9520885296812125,5.9520885296812125,5.9520885296812125,90.0,90.0,90.0
178,mp-2319,2.94564109,5.09488199,5.90694818,90.0,90.0,90.0
179,mp-2352,5.484981735819652,5.484981735819652,5.484981735819652,90.0,90.0,90.0
180,mp-2400,4.45154721903268,4.45154721903268,10.17580278,90.0,90.0,119.99999999999999
181,mp-2437,4.9588949095685875,4.9588949095685875,13.714840021423637,90.0,90.0,120.00000000000001
182,mp-2455,3.04327858,5.41927134,6.20976018,90.0,90.0,90.0
183,mp-2472,5.1675693775763,5.1675693775763,5.1675693775763,90.0,90.0,90.0
184,mp-2490,5.45162498890976,5.45162498890976,5.45162498890976,90.0,90.0,90.0
185,mp-2507,3.5932473575762773,3.5932473575762773,16.01465599,90.0,90.0,120.00000000000001
186,mp-2530,6.513749003287515,6.513749003287515,6.513749003287515,90.0,90.0,90.0
187,mp-2605,4.807111392065781,4.807111392065781,4.807111392065781,90.0,90.0,90.0
188,mp-2624,6.185042287114787,6.185042287114787,6.185042287114787,90.0,90.0,90.0
189,mp-2659,5.502507520956158,3.2687436554262224,4.840211758322798,90.0,104.78388365541447,90.0
190,mp-2667,4.28285436,4.28285436,4.28285436,90.0,90.0,90.0
191,mp-2691,6.14054239711744,6.14054239711744,6.14054239711744,90.0,90.0,90.0
192,mp-2693,6.020867425510299,6.020867425510299,6.020867425510299,90.0,90.0,90.0
193,mp-2697,3.5442403247477334,3.5442403247477334,6.6845123218523606,90.0,90.0,90.0
194,mp-2706,4.07831350075408,4.07831350075408,7.769306271936078,90.0,90.0,90.0
195,mp-2758,6.279421748401956,6.279421748401956,6.279421748401956,90.0,90.0,90.0
196,mp-2784,7.265958466767905,7.265958466767905,7.265958466767905,90.0,90.0,90.0
197,mp-2964,3.478627283735936,5.358031129591835,5.468455136001609,90.0,90.0,90.0
198,mp-2991,4.39260526472602,4.39260526472602,14.948161682797942,90.0,90.0,90.0
199,mp-21276,4.23050716,5.9824948,8.43319393,90.0,90.0,90.0
200,mp-21855,5.5751705,5.5751705,5.5751705,90.0,90.0,90.0
201,mp-22232,8.168701471226143,8.168701471226143,6.9284588156446185,90.0,90.0,90.0
202,mp-22313,3.13998282,4.55414738,9.43159774,90.0,90.0,90.0
203,mp-22859,5.070440821419709,5.070440821419709,11.771678524974021,90.0,90.0,90.0
204,mp-22867,6.911900718971193,6.911900718971193,6.911900718971193,90.0,90.0,90.0
205,mp-22877,3.6387906923434383,3.6387906923434383,6.09125368,90.0,90.0,120.00000000000001
206,mp-22881,3.8572081188736136,3.8572081188736136,18.317236266772106,90.0,90.0,120.00000000000001
207,mp-22885,4.246657338317982,4.246657338317982,7.091690772966438,90.0,90.0,90.0
208,mp-22897,4.5290546219909995,4.5290546219909995,11.043826629258659,90.0,90.0,90.0
209,mp-22898,7.084871231449998,7.084871231449998,7.084871231449998,90.0,90.0,90.0
210,mp-22903,7.382334730099113,7.382334730099113,7.382334730099113,90.0,90.0,90.0
211,mp-22909,5.5951228491051666,5.5951228491051666,9.883078141753684,90.0,90.0,90.0
212,mp-22916,5.923084507707753,5.923084507707753,5.923084507707753,90.0,90.0,90.0
213,mp-22922,5.545325993612285,5.545325993612285,5.545325993612285,90.0,90.0,90.0
214,mp-22925,6.56419155646163,6.56419155646163,6.56419155646163,90.0,90.0,90.0
215,mp-22935,4.309097403877068,4.309097403877068,19.945694311527124,90.0,90.0,90.0
216,mp-22936,3.6578330179360052,3.6578330179360052,19.726325322534635,90.0,90.0,120.00000000000001
217,mp-22939,3.8933967,3.8933967,7.49318875,90.0,90.0,90.0
218,mp-22946,3.19007562,3.86656054,7.952460439999999,90.0,90.0,90.0
219,mp-22951,4.70410576,4.70410576,8.00429698,90.0,90.0,90.0
220,mp-22956,7.05764687,7.05764687,4.09634545,90.0,90.0,90.0
221,mp-22958,5.943277140641094,5.943277140641094,8.233972751427013,90.0,90.0,120.00000000000001
222,mp-22964,4.10916829,4.10916829,7.23904356,90.0,90.0,90.0
223,mp-22975,10.285495828691756,10.285495828691756,10.285495828691756,90.0,90.0,90.0
224,mp-22981,6.301585160929237,6.301585160929237,7.966300755780654,90.0,90.0,120.00000000000001
225,mp-22988,7.693632781449086,7.693632781449086,9.534901600706089,90.0,90.0,120.00000000000001
226,mp-22990,6.3674492882111675,6.3674492882111675,12.43758889793637,90.0,90.0,119.99999999999999
227,mp-23009,3.7095114065778385,3.7095114065778385,20.588636193915942,90.0,90.0,120.00000000000001
228,mp-23025,4.11542769,4.11542769,6.92503718,90.0,90.0,90.0
229,mp-23033,3.8930932745441136,3.8930932745441136,21.11645839446954,90.0,90.0,119.99999999999999
230,mp-23040,4.311202296987753,4.311202296987753,22.26635316520948,90.0,90.0,120.00000000000001
231,mp-23046,4.27610854,4.27610854,8.97879985,90.0,90.0,90.0
232,mp-23052,3.75514487,4.11848974,9.70430948,90.0,90.0,90.0
233,mp-23056,3.938812910281553,3.938812910281553,21.98055454407755,90.0,90.0,120.00000000000001
234,mp-23058,4.04899113,4.04899113,6.78904691,90.0,90.0,90.0
235,mp-23068,4.02843134,4.02843134,7.89926955,90.0,90.0,90.0
236,mp-23070,4.5399233500000005,4.5399233500000005,7.49539352,90.0,90.0,90.0
237,mp-23072,3.92782718,3.92782718,8.39431909,90.0,90.0,90.0
238,mp-23162,3.404810468398956,3.404810468398956,19.976781949379994,90.0,90.0,120.00000000000001
239,mp-23177,4.743077152573382,4.743077152573382,11.286349926373505,90.0,90.0,90.0
240,mp-23183,7.474769861164252,7.474769861164252,4.24927627,90.0,90.0,120.00000000000001
241,mp-23202,4.860243728716956,12.86526409645591,4.83363636,90.0,90.0,90.0
242,mp-23205,4.1956845299391015,4.1956845299391015,7.10572693,90.0,90.0,120.00000000000001
243,mp-23251,6.5890819395976505,6.5890819395976505,6.5890819395976505,90.0,90.0,90.0
244,mp-23268,6.43731337264115,6.43731337264115,6.43731337264115,90.0,90.0,90.0
245,mp-23297,5.3104690967558,7.569116689334061,6.22369746,90.0,90.0,90.0
246,mp-23406,10.338716168297802,10.338716168297802,10.338716168297802,90.0,90.0,90.0
247,mp-23465,10.55848469859708,10.55848469859708,10.55848469859708,90.0,90.0,90.0
248,mp-23475,10.277402817449191,10.277402817449191,10.277402817449191,90.0,90.0,90.0
249,mp-23703,4.017238783831899,4.017238783831899,4.017238783831899,90.0,90.0,90.0
250,mp-23710,4.476694,4.476694,2.992537,90.0,90.0,90.0
251,mp-23737,3.9880979999999995,3.9880979999999995,3.9880979999999995,90.0,90.0,90.0
252,mp-23804,6.355060652974447,6.355060652974447,6.355060652974447,90.0,90.0,90.0
253,mp-23818,4.01142218,4.01142218,4.01142218,90.0,90.0,90.0
254,mp-23856,4.92798156,4.93579158,4.27946589,90.0,90.0,90.0
255,mp-23859,3.8166786,3.8166786,6.90281062,90.0,90.0,90.0
256,mp-23860,4.1068944,4.1068944,6.9852223,90.0,90.0,90.0
257,mp-23861,4.42149759,4.42149759,7.26851667,90.0,90.0,90.0
258,mp-23862,4.77580877,4.77580877,7.80022709,90.0,90.0,90.0
259,mp-23870,4.772843330328639,4.772843330328639,4.772843330328639,90.0,90.0,90.0
260,mp-23879,6.2140488626387524,3.587817131402716,4.8087733755641935,90.0,91.39530802581758,90.0
261,mp-23956,4.008934676425388,4.008934676425388,13.552924274030122,90.0,90.0,90.0
262,mp-24012,3.8091576860533607,3.8091576860533607,3.88739471,90.0,90.0,119.99999999999999
263,mp-24066,4.182585684111552,4.182585684111552,10.079665,90.0,90.0,119.99999999999999
264,mp-24084,5.672497599020256,5.672497599020256,5.672497599020256,90.0,90.0,90.0
265,mp-24204,4.02334212,4.02334212,9.34312645,90.0,90.0,90.0
266,mp-24292,7.59973554,7.59973554,7.59973554,90.0,90.0,90.0
267,mp-24422,3.837287169999999,3.837287169999999,8.27880997,90.0,90.0,90.0
268,mp-24423,4.23942733,4.23942733,7.28807182,90.0,90.0,90.0
269,mp-24424,4.56529887,4.56529887,7.44013322,90.0,90.0,90.0
270,mp-24721,6.008162523338445,6.008162523338445,6.008162523338445,90.0,90.0,90.0
271,mp-27193,6.37545785328841,6.37545785328841,7.866332161879258,90.0,90.0,119.99999999999999
272,mp-27214,5.83900561,5.83900561,5.83900561,90.0,90.0,90.0
273,mp-27294,5.93247235,5.93247235,5.93247235,90.0,90.0,90.0
274,mp-27315,5.824493957519114,5.824493957519114,14.343530047108457,90.0,90.0,120.00000000000001
275,mp-27419,5.062303708022986,5.062303708022986,13.996581125195702,90.0,90.0,120.00000000000001
276,mp-27420,5.2747993172177985,5.2747993172177985,15.290374086118062,90.0,90.0,120.00000000000001
277,mp-27562,3.0548730380787337,5.465136709627562,13.120389695046923,90.0,90.0,90.0
278,mp-27616,3.93668739,5.30901972,7.84006561,90.0,90.0,90.0
279,mp-27702,3.5480108900000005,4.100010329999999,8.40576789,90.0,90.0,90.0
280,mp-27703,3.6476039199999994,4.07717859,8.90792645,90.0,90.0,90.0
281,mp-27726,5.797962936463708,6.101376890032142,5.90349217,90.0,90.0,90.0
282,mp-27743,6.39358828688502,6.39358828688502,4.280533447390971,90.0,90.0,90.0
283,mp-27827,9.992876674236278,9.992876674236278,9.992876674236278,90.0,90.0,90.0
284,mp-27828,10.348355184130737,10.348355184130737,10.348355184130737,90.0,90.0,90.0
285,mp-27831,10.21282800784718,10.21282800784718,10.21282800784718,90.0,90.0,90.0
286,mp-27832,10.01779105410867,10.01779105410867,10.01779105410867,90.0,90.0,90.0
287,mp-27834,9.827397080532686,9.827397080532686,9.827397080532686,90.0,90.0,90.0
288,mp-27839,9.80903408050262,9.80903408050262,9.80903408050262,90.0,90.0,90.0
289,mp-27841,3.4281959499999997,3.77685904,8.705278599999998,90.0,90.0,90.0
290,mp-27850,3.26575402,3.9420628900000003,8.09629069,90.0,90.0,90.0
291,mp-27869,4.681180345817013,4.681180345817013,22.725994427883837,90.0,90.0,120.00000000000001
292,mp-27913,2.8488726017040245,2.8488726017040245,12.935226315666643,90.0,90.0,119.99999999999999
293,mp-27980,4.207837996988386,4.207837996988386,15.825001750919283,90.0,90.0,119.99999999999999
294,mp-28013,4.168581207450842,4.168581207450842,7.14619956,90.0,90.0,119.99999999999999
295,mp-28066,4.07401477,4.07401477,8.12696051,90.0,90.0,90.0
296,mp-28067,4.12057337,4.12057337,9.53178002,90.0,90.0,90.0
297,mp-28069,5.7561746099999995,5.7561746099999995,5.7561746099999995,90.0,90.0,90.0
298,mp-28145,9.935658042477435,9.935658042477435,9.935658042477435,90.0,90.0,90.0
299,mp-28166,5.19026401,5.19026401,5.19026401,90.0,90.0,90.0
300,mp-28171,5.294230149999999,5.294230149999999,5.294230149999999,90.0,90.0,90.0
301,mp-28233,3.6896847357011255,3.6896847357011255,18.22206643385314,90.0,90.0,120.00000000000001
302,mp-28306,3.8714174928081713,3.8714174928081713,6.48342778,90.0,90.0,120.00000000000001
303,mp-28553,3.813155087498449,3.813155087498449,14.5364298,90.0,90.0,120.00000000000001
304,mp-28554,4.396499437035258,4.396499437035258,22.352535001734463,90.0,90.0,119.99999999999999
305,mp-28572,4.13688417574544,4.13688417574544,15.26662995,90.0,90.0,120.00000000000001
306,mp-28602,4.458716539999999,4.458716539999999,4.458716539999999,90.0,90.0,90.0
307,mp-28627,5.1425213134693735,5.1425213134693735,16.499489024321065,90.0,90.0,90.0
308,mp-28650,4.27837794,4.27837794,7.29947473,90.0,90.0,90.0
309,mp-28797,3.840931335792388,3.840931335792388,3.91554956,90.0,90.0,120.00000000000001
310,mp-28872,6.187149537530214,6.187149537530214,8.046314704891248,90.0,90.0,120.00000000000001
311,mp-28873,6.487495564417428,6.487495564417428,8.212267920271843,90.0,90.0,120.00000000000001
312,mp-29138,7.76354793,7.76354793,3.6917726,90.0,90.0,90.0
313,mp-29241,4.82648645,4.82648645,4.82648645,90.0,90.0,90.0
314,mp-29529,3.902264619232145,3.902264619232145,11.60116774,90.0,90.0,120.00000000000001
315,mp-30031,4.528965534996328,4.528965534996328,7.20982996,90.0,90.0,119.99999999999999
316,mp-30034,3.8574693345582394,3.8574693345582394,6.40192218,90.0,90.0,120.00000000000001
317,mp-30247,5.443761582791178,3.1364833403674,4.613085206388167,90.0,90.16632192917933,90.0
318,mp-30250,3.5049299066714723,3.5049299066714723,12.392503080000001,90.0,90.0,120.00000000000001
319,mp-30315,3.55636632,3.55636632,8.12197555,90.0,90.0,90.0
320,mp-30373,4.1045935,4.1045935,4.1045935,90.0,90.0,90.0
321,mp-30530,7.530739994573287,7.530739994573287,7.530739994573287,90.0,90.0,90.0
322,mp-30847,6.192660662974627,6.192660662974627,6.192660662974627,90.0,90.0,90.0
323,mp-3056,3.3685574822914273,3.3685574822914273,16.36677463147105,90.0,90.0,120.00000000000001
324,mp-3104,4.18039391,4.18039391,8.43381836,90.0,90.0,90.0
325,mp-3159,5.804804229696501,5.804804229696501,10.815453187868458,90.0,90.0,90.0
326,mp-3216,3.2783064705131713,3.2783064705131713,5.43381109,90.0,90.0,119.99999999999999
327,mp-3236,4.007890444631411,4.007890444631411,6.87975311,90.0,90.0,119.99999999999999
328,mp-3277,4.4918701635731395,4.4918701635731395,6.811858207054299,90.0,90.0,90.0
329,mp-3332,3.757760781135729,3.757760781135729,20.29866218527898,90.0,90.0,119.99999999999999
330,mp-3524,4.523835365493665,4.523835365493665,7.21155665623864,90.0,90.0,90.0
331,mp-3556,3.713912299927428,3.713912299927428,6.49250428,90.0,90.0,120.00000000000001
332,mp-3613,3.9300998660090323,3.9300998660090323,19.764661099608315,90.0,90.0,120.00000000000001
333,mp-3614,3.99488137,3.99488137,3.99488137,90.0,90.0,90.0
334,mp-3637,3.7957054345823833,3.7957054345823833,18.889894392767847,90.0,90.0,120.00000000000001
335,mp-3744,2.9750813216821745,2.9750813216821745,11.51547288,90.0,90.0,119.99999999999999
336,mp-3748,2.842032696097164,2.842032696097164,16.9434736760724,90.0,90.0,119.99999999999999
337,mp-3808,4.327535827598024,4.327535827598024,13.245742374373453,90.0,90.0,90.0
338,mp-3810,4.874283114676318,4.874283114676318,5.04585867,90.0,90.0,120.00000000000001
339,mp-3834,4.21238715,4.21238715,4.21238715,90.0,90.0,90.0
340,mp-3915,4.160198275340768,4.160198275340768,19.508546744317712,90.0,90.0,119.99999999999999
341,mp-3924,2.92178473863483,2.92178473863483,10.45103486,90.0,90.0,120.00000000000001
342,mp-3927,4.412599635527419,4.412599635527419,7.98044314,90.0,90.0,119.99999999999999
343,mp-3980,5.011860444888854,5.011860444888854,13.52283820427933,90.0,90.0,120.00000000000001
344,mp-3992,3.98126766,3.98126766,6.9619110200000005,90.0,90.0,90.0
345,mp-31166,4.012314027525279,4.012314027525279,22.483435274581506,90.0,90.0,119.99999999999999
346,mp-31451,6.188086214713498,6.188086214713498,6.188086214713498,90.0,90.0,90.0
347,mp-31454,6.158502656984395,6.158502656984395,6.158502656984395,90.0,90.0,90.0
348,mp-33723,4.309625150641084,4.309625150641084,6.80777322,90.0,90.0,120.00000000000001
349,mp-34337,3.8085959300000005,3.8085959300000005,3.8085959300000005,90.0,90.0,90.0
350,mp-34857,7.008438505255795,5.743129586081724,4.0603803431538985,90.0,118.0025526772003,90.0
351,mp-34932,3.5280814324733254,3.5280814324733254,5.678068218281358,90.0,90.0,90.0
352,mp-35152,5.33673458537532,5.33673458537532,7.7565849299990015,90.0,90.0,90.0
353,mp-35171,9.64111,5.317984,5.510522987768221,90.0,123.02756518321148,90.0
354,mp-36111,5.977452437033649,5.977452437033649,5.977452437033649,90.0,90.0,90.0
355,mp-36526,5.947453499538033,5.947453499538033,5.947453499538033,90.0,90.0,90.0
356,mp-37153,8.3116070522449,8.3116070522449,8.3116070522449,90.0,90.0,90.0
357,mp-37906,4.957088713079906,4.957088713079906,4.957088713079906,90.0,90.0,90.0
358,mp-4026,3.6502725103500553,3.6502725103500553,21.250704230079357,90.0,90.0,120.00000000000001
359,mp-4043,5.66526997,5.66526997,5.66526997,90.0,90.0,90.0
360,mp-4081,5.66757839,5.66757839,5.66757839,90.0,90.0,90.0
361,mp-4124,3.693055649529556,3.693055649529556,14.8163241108812,90.0,90.0,120.00000000000001
362,mp-4226,3.494303304593392,3.494303304593392,5.97137878,90.0,90.0,119.99999999999999
363,mp-4495,4.83709739,4.83709739,7.7010359,90.0,90.0,90.0
364,mp-4519,3.659294705926002,3.659294705926002,18.707617143670596,90.0,90.0,120.00000000000001
365,mp-4524,5.44247719526815,5.44247719526815,10.72953379016804,90.0,90.0,90.0
366,mp-4555,4.848555640614101,4.848555640614101,5.10058609,90.0,90.0,119.99999999999999
367,mp-4586,6.376605085897262,6.376605085897262,11.846756262533205,90.0,90.0,90.0
368,mp-4763,5.3734064728920945,5.3734064728920945,10.460061263583198,90.0,90.0,90.0
369,mp-4764,4.040834730090051,4.040834730090051,7.09884034,90.0,90.0,120.00000000000001
370,mp-4805,3.8549060835972426,3.8549060835972426,6.66746081,90.0,90.0,120.00000000000001
371,mp-4886,3.743035890843022,3.743035890843022,17.017782639713786,90.0,90.0,120.00000000000001
372,mp-4887,3.6803611605666333,3.6803611605666333,12.677597,90.0,90.0,120.00000000000001
373,mp-4961,3.380091645036754,3.380091645036754,13.344403586185654,90.0,90.0,90.0
374,mp-5020,5.696512242872505,5.696512242872505,7.006680998016194,90.0,90.0,119.99999999999999
375,mp-5077,6.795646654774678,6.795646654774678,6.795646654774678,90.0,90.0,90.0
376,mp-5175,3.245754100458076,3.245754100458076,16.278379742648077,90.0,90.0,119.99999999999999
377,mp-5273,4.653260668909595,4.653260668909595,24.558539300209418,90.0,90.0,120.00000000000001
378,mp-5394,4.04866893,4.04866893,6.9627810199999995,90.0,90.0,90.0
379,mp-5459,4.060113040386236,4.060113040386236,12.922663049298585,90.0,90.0,90.0
380,mp-5475,3.1246283752831827,3.1246283752831827,16.895790765431105,90.0,90.0,120.00000000000001
381,mp-5488,4.33204656,4.33204656,9.284801999999997,90.0,90.0,90.0
382,mp-5513,7.585991511383335,7.585991511383335,7.585991511383335,90.0,90.0,90.0
383,mp-5598,3.9031168376190335,3.9031168376190335,6.73354595,90.0,90.0,120.00000000000001
384,mp-5621,5.481253390000002,5.481253390000002,5.481253390000002,90.0,90.0,90.0
385,mp-5693,3.5732435024177183,3.5732435024177183,19.323996606753752,90.0,90.0,120.00000000000001
386,mp-5694,3.9455928805374576,3.9455928805374576,19.83584919,90.0,90.0,120.00000000000001
387,mp-5760,3.94220416,3.94220416,6.9293486,90.0,90.0,90.0
388,mp-5782,5.702493798080077,5.702493798080077,10.42079127095814,90.0,90.0,90.0
389,mp-5840,4.1897765,4.1897765,9.25297982,90.0,90.0,90.0
390,mp-5860,3.9055675294188887,3.9055675294188887,14.001863599284395,90.0,90.0,90.0
391,mp-5878,4.04741679,4.04741679,4.04741679,90.0,90.0,90.0
392,mp-5928,5.5897148331629,5.5897148331629,10.172142222730873,90.0,90.0,90.0
393,mp-5955,8.269211348815512,8.269211348815512,8.269211348815512,90.0,90.0,90.0
394,mp-5967,5.856694968174344,5.856694968174344,5.856694968174344,90.0,90.0,90.0
395,mp-6574,3.6911239339575816,3.6911239339575816,8.160044,90.0,90.0,119.99999999999999
396,mp-6867,5.16420276013268,5.16420276013268,4.507312,90.0,90.0,119.99999999999999
397,mp-6949,5.204282365849269,5.204282365849269,14.72251840346096,90.0,90.0,120.00000000000001
398,mp-6951,4.42498073,4.42498073,4.42498073,90.0,90.0,90.0
399,mp-6964,4.607097796047578,4.607097796047578,10.315548296577154,90.0,90.0,90.0
400,mp-6978,3.4557791234409887,3.4557791234409887,19.516477953594077,90.0,90.0,120.00000000000001
401,mp-6980,3.7379390256931924,3.7379390256931924,5.99504719,90.0,90.0,120.00000000000001
402,mp-7041,3.5889344719284155,3.5889344719284155,18.783670289953964,90.0,90.0,120.00000000000001
