,id,a,b,c,alpha,beta,gamma
530,mp-9498,3.9229496901567575,3.9229496901567575,8.369586,90.0,90.0,120.00000000000001
531,mp-9499,3.8557715642153902,3.8557715642153902,8.308202,90.0,90.0,120.00000000000001
532,mp-9517,3.8876311,3.8876311,7.71043072,90.0,90.0,90.0
533,mp-9518,4.002283536222638,4.002283536222638,31.222889040542963,90.0,90.0,119.99999999999999
534,mp-9562,3.73657199,3.73657199,6.16510828,90.0,90.0,90.0
535,mp-9564,4.354346239332193,4.354346239332193,7.11395737,90.0,90.0,119.99999999999999
536,mp-9565,4.668702966660666,4.668702966660666,7.55267646,90.0,90.0,119.99999999999999
537,mp-9566,4.728552197557243,4.728552197557243,7.84881873,90.0,90.0,120.00000000000001
538,mp-9567,4.798539425659251,4.798539425659251,8.20590387,90.0,90.0,120.00000000000001
539,mp-9569,4.015433515824463,4.015433515824463,6.81288469,90.0,90.0,119.99999999999999
540,mp-9570,4.29230685198745,4.29230685198745,7.05544856,90.0,90.0,119.99999999999999
541,mp-9573,3.8181499235205165,3.8181499235205165,8.84438782,90.0,90.0,120.00000000000001
542,mp-9583,4.044590090666566,4.044590090666566,13.039290894151282,90.0,90.0,90.0
543,mp-9610,3.6360138434241547,3.6360138434241547,8.704401826323299,90.0,90.0,90.0
544,mp-9631,2.877864693569708,2.877864693569708,12.24930776,90.0,90.0,119.99999999999999
545,mp-9813,3.184866510777023,3.184866510777023,19.469401733805515,90.0,90.0,120.00000000000001
546,mp-9821,7.549126683316475,7.549126683316475,7.629588796224952,90.0,90.0,119.99999999999999
547,mp-9912,4.154209455584193,4.154209455584193,6.64447003,90.0,90.0,119.99999999999999
548,mp-9915,3.60554335,3.60554335,5.99069175,90.0,90.0,90.0
549,mp-1001604,3.9199331974683718,3.9199331974683718,22.504731060000047,90.0,90.0,120.00000000000001
550,mp-1001780,3.8299524186943636,3.8299524186943636,6.065805510132319,90.0,90.0,120.00000000000001
551,mp-1001786,3.6908848201747424,3.6908848201747424,18.14665740000014,90.0,90.0,120.00000000000001
552,mp-1006885,4.189307228440187,4.189307228440187,21.989567580000095,90.0,90.0,120.00000000000001
553,mp-1006888,4.044677069628012,4.044677069628012,21.940517190000026,90.0,90.0,119.99999999999999
554,mp-1006891,4.283605960429323,4.283605960429323,22.867915950000114,90.0,90.0,120.00000000000001
555,mp-1007636,3.9432930034949796,3.9432930034949796,21.892134780000045,90.0,90.0,120.00000000000001
556,mp-1007663,4.432320326402243,4.432320326402243,24.403184350000107,90.0,90.0,120.00000000000001
557,mp-1007908,4.441852276256357,4.441852276256357,24.446672190000044,90.0,90.0,119.99999999999999
558,mp-1008394,4.0268581,6.62215116,8.4513601,90.0,90.0,90.0
559,mp-1008492,4.927516,7.877746,7.810701,90.0,90.0,90.0
560,mp-1008506,4.277147807570198,4.277147807570198,5.2846988,90.0,90.0,119.99999999999999
561,mp-1008561,4.405909462826838,4.405909462826838,24.377232390000174,90.0,90.0,119.99999999999999
562,mp-1009084,5.6113687,5.6113687,11.313100020000089,90.0,90.0,90.0
563,mp-1009085,5.11196259,5.11196259,10.191938380000101,90.0,90.0,90.0
564,mp-1009087,5.33761396,5.33761396,10.644846240000094,90.0,90.0,90.0
565,mp-1011695,5.977892778259365,5.977892778259365,14.614205090000954,90.0,90.0,119.99999999999999
566,mp-1013527,5.18224573,5.18224573,10.40208988,90.0,90.0,90.0
567,mp-1013548,4.86018189,4.86018189,4.86018189,90.0,90.0,90.0
568,mp-1013550,5.382443769999999,5.382443769999999,5.382443769999999,90.0,90.0,90.0
569,mp-1014244,3.281255276473114,3.281255276473114,5.28227338,90.0,90.0,120.00000000000001
570,mp-1014251,3.2393364722889224,3.2393364722889224,5.27934611,90.0,90.0,119.99999999999999
571,mp-1017508,4.374986306199004,4.374986306199004,24.398101650000086,90.0,90.0,119.99999999999999
572,mp-1017628,3.6463541592403947,3.6463541592403947,6.208677881812383,90.0,90.0,120.00000000000001
573,mp-1018025,3.3736042839893674,3.3736042839893674,18.589892850000112,90.0,90.0,120.00000000000001
574,mp-1018031,3.3165671287990266,3.3165671287990266,18.337967505429912,90.0,90.0,120.00000000000001
575,mp-1018138,4.1163681389902536,4.1163681389902536,7.11923527009855,90.0,90.0,119.99999999999999
576,mp-1018736,4.5766098,4.5766098,7.91696195,90.0,90.0,90.0
577,mp-1018737,4.44860499,4.44860499,7.54192427,90.0,90.0,90.0
578,mp-1018766,4.344187931460059,4.344187931460059,7.042614200092144,90.0,90.0,119.99999999999999
579,mp-1019089,4.55263303,4.55263303,7.73356801,90.0,90.0,90.0
580,mp-1025029,4.053072953486575,4.053072953486575,8.04043046,90.0,90.0,119.99999999999999
581,mp-1025227,4.98979046,4.98979046,16.210387760000064,90.0,90.0,90.0
582,mp-1025250,6.29226,6.29226,6.29226,90.0,90.0,90.0
583,mp-1025286,4.12281303,4.12281303,13.682537920000295,90.0,90.0,90.0
584,mp-1025396,7.957506679999999,7.957506679999999,7.957506679999999,90.0,90.0,90.0
585,mp-1025549,7.83873682,7.83873682,7.83873682,90.0,90.0,90.0
586,mp-1029258,3.446247358368104,3.446247358368104,5.990279020002931,90.0,90.0,120.00000000000001
587,mp-1029312,5.781297041382168,5.781297041382168,8.199177455566605,90.0,90.0,90.0
588,mp-1029330,3.601783156116274,3.601783156116274,6.614641540005123,90.0,90.0,120.00000000000001
589,mp-1029385,3.2583029396098873,3.2583029396098873,5.429090090001192,90.0,90.0,119.99999999999999
590,mp-1029396,4.02121058,4.02121058,8.22138958,90.0,90.0,90.0
591,mp-1057286,6.38250884,6.38250884,6.38250884,90.0,90.0,90.0
592,mp-1065514,4.458432792079935,4.458432792079935,24.39849603677942,90.0,90.0,120.00000000000001
593,mp-1066791,3.9530565286393844,3.9530565286393844,22.494266970000023,90.0,90.0,120.00000000000001
594,mp-1067280,4.1111627445854015,4.1111627445854015,23.202460670196736,90.0,90.0,119.99999999999999
595,mp-1067744,4.175511964158593,4.175511964158593,23.18003202,90.0,90.0,119.99999999999999
596,mp-1068941,3.6132429200000002,7.1381175,9.3855617,90.0,90.0,90.0
597,mp-1069558,3.928640414660586,3.928640414660586,6.98245341,90.0,90.0,120.00000000000001
598,mp-1069706,3.77128991,7.43926082,9.677089450000475,90.0,90.0,90.0
599,mp-1070099,3.989346576723482,3.989346576723482,24.993821799026684,90.0,90.0,120.00000000000001
600,mp-1077553,4.149198186159703,4.149198186159703,26.687465920356413,90.0,90.0,119.99999999999999
601,mp-1078419,7.274003400000001,7.274003400000001,7.274003400000001,90.0,90.0,90.0
602,mp-1078552,6.64985432,6.64985432,6.64985432,90.0,90.0,90.0
603,mp-1078677,7.624555660000001,7.624555660000001,7.624555660000001,90.0,90.0,90.0
604,mp-1078726,4.057412630374864,4.057412630374864,16.10172705,90.0,90.0,120.00000000000001
605,mp-1078746,7.415304499999998,7.415304499999998,7.415304499999998,90.0,90.0,90.0
606,mp-1078990,4.018346544122219,4.018346544122219,16.08424867,90.0,90.0,119.99999999999999
607,mp-1078999,6.419228499639798,6.419228499639798,6.1816378443894004,90.0,90.0,119.99999999999999
608,mp-1079283,6.516000917195697,6.516000917195697,6.291390864569765,90.0,90.0,119.99999999999999
609,mp-1079483,4.937980810153908,4.937980810153908,13.558916920351166,90.0,90.0,120.00000000000001
610,mp-1079627,6.465862718918917,6.465862718918917,6.2291426888366335,90.0,90.0,119.99999999999999
611,mp-1079647,4.412943,4.412943,9.527038,90.0,90.0,90.0
612,mp-1079896,7.19337212,7.19337212,7.19337212,90.0,90.0,90.0
613,mp-1080135,4.153937,4.153937,9.174868,90.0,90.0,90.0
614,mp-1080438,4.39882,4.39882,9.730098,90.0,90.0,90.0
615,mp-1080747,3.240907814287481,3.240907814287481,10.17230395,90.0,90.0,119.99999999999999
616,mp-1080771,5.94494117,5.94494117,5.94494117,90.0,90.0,90.0
617,mp-1080847,4.345318579999999,4.345318579999999,4.345318579999999,90.0,90.0,90.0
618,mp-1086652,4.304429,4.304429,9.419909,90.0,90.0,90.0
619,mp-1087532,3.989211863758989,3.989211863758989,16.05657571,90.0,90.0,120.00000000000001
620,mp-1091384,7.74081924,7.74081924,7.74081924,90.0,90.0,90.0
621,mp-1094088,5.942632899999997,5.942632899999997,5.942632899999997,90.0,90.0,90.0
622,mp-1097065,3.237120953308554,3.237120953308554,5.42359518,90.0,90.0,119.99999999999999
623,mp-1100408,6.16196316,6.16196316,6.16196316,90.0,90.0,90.0
624,mp-1100415,6.29948808,6.29948808,6.29948808,90.0,90.0,90.0
625,mp-1101301,5.1691677705868635,8.94838082,5.073741247036422,90.0,108.83466291529642,90.0
626,mp-1101401,3.6801494518350446,3.6801494518350446,19.697806164196663,90.0,90.0,120.00000000000001
627,mp-1120763,8.60775016,8.60775016,8.60775016,90.0,90.0,90.0
628,mp-1147551,5.107848756326384,5.107848756326384,6.195512,90.0,90.0,120.00000000000001
629,mp-1178133,3.562373450369533,3.562373450369533,18.64131893907216,90.0,90.0,120.00000000000001
630,mp-1178135,3.347485996322061,3.347485996322061,18.483156145098498,90.0,90.0,120.00000000000001
631,mp-1178141,3.4515553238560726,3.4515553238560726,18.60828288248693,90.0,90.0,120.00000000000001
632,mp-1178160,3.8066852,3.8066852,8.76174393,90.0,90.0,90.0
633,mp-1178173,3.893801159999998,3.893801159999998,12.37615084,90.0,90.0,90.0
634,mp-1178355,3.87396588,3.87396588,12.31080472,90.0,90.0,90.0
635,mp-1178449,3.765588503404068,3.765588503404068,13.75283682,90.0,90.0,119.99999999999999
636,mp-1180133,7.226078,7.226078,7.226078,90.0,90.0,90.0
637,mp-1182061,7.845098,7.845098,7.845098,90.0,90.0,90.0
638,mp-1182867,6.34346862,6.64345056,2.82216346,90.0,90.0,90.0
639,mp-1183053,3.94626209,3.94626209,3.94626209,90.0,90.0,90.0
640,mp-1183115,3.8586338700000002,3.8586338700000002,3.8586338700000002,90.0,90.0,90.0
641,mp-1183920,4.42986213,4.42986213,4.42986213,90.0,90.0,90.0
642,mp-1185537,9.01139554,9.01139554,9.01139554,90.0,90.0,90.0
643,mp-1185959,6.890758372777457,3.9105414099458464,5.096060408957439,90.0,116.43356047694529,90.0
644,mp-1205754,5.889785640133786,5.889785640133786,3.70174849,90.0,90.0,120.00000000000001
645,mp-1205761,10.31313332,10.31313332,10.31313332,90.0,90.0,90.0
646,mp-1205964,6.992155100000001,6.992155100000001,6.992155100000001,90.0,90.0,90.0
647,mp-1205991,3.988896999999999,3.988896999999999,9.333185,90.0,90.0,90.0
648,mp-1205992,8.1784542,8.1784542,8.1784542,90.0,90.0,90.0
649,mp-1206098,8.22839546,8.22839546,8.22839546,90.0,90.0,90.0
650,mp-1206514,4.206285779999999,4.206285779999999,4.206285779999999,90.0,90.0,90.0
651,mp-1206523,4.2269843,4.2269843,13.79934732,90.0,90.0,90.0
652,mp-1206528,4.33283634,4.33283634,14.63722826,90.0,90.0,90.0
653,mp-1206568,10.31617406,10.31617406,10.31617406,90.0,90.0,90.0
654,mp-1206742,3.7870595258456206,3.7870595258456206,3.86728588,90.0,90.0,120.00000000000001
655,mp-1206803,3.8781929713460928,3.8781929713460928,11.06945342,90.0,90.0,119.99999999999999
656,mp-1206825,3.716079718031408,3.716079718031408,6.64683631,90.0,90.0,119.99999999999999
657,mp-1206843,3.7333424200423173,3.7333424200423173,3.82337706,90.0,90.0,119.99999999999999
658,mp-1206881,3.3486133783706427,3.3486133783706427,12.88805856,90.0,90.0,120.00000000000001
659,mp-1207080,3.8510133634044723,3.8510133634044723,3.92038104,90.0,90.0,119.99999999999999
660,mp-1207082,6.62367198,6.62367198,6.62367198,90.0,90.0,90.0
661,mp-1207092,3.8865183470648543,3.8865183470648543,3.95069284,90.0,90.0,119.99999999999999
662,mp-1207095,3.499678356973877,3.499678356973877,17.21197971357209,90.0,90.0,119.99999999999999
663,mp-1207108,4.3823160143664905,4.3823160143664905,5.250054,90.0,90.0,119.99999999999999
664,mp-1207186,3.8268599555144114,3.8268599555144114,3.90631106,90.0,90.0,120.00000000000001
665,mp-1207192,4.012117913139365,4.012117913139365,7.99801969,90.0,90.0,119.99999999999999
666,mp-1207196,7.229642600000001,7.229642600000001,7.229642600000001,90.0,90.0,90.0
667,mp-1208162,5.825515017043676,5.825515017043676,4.7974345,90.0,90.0,120.00000000000001
668,mp-1209302,10.013643606666667,10.013643606666667,10.013643606666667,90.0,90.0,90.0
669,mp-1216536,3.76438059,3.76438059,5.29860992,90.0,90.0,90.0
670,mp-1216588,5.272820787207634,5.272820787207634,15.035242899455303,90.0,90.0,120.00000000000001
671,mp-1217120,4.209072084202882,4.209072084202882,20.402701336846967,90.0,90.0,120.00000000000001
672,mp-1217269,8.087925838012335,4.37132384,5.285795779891439,90.0,91.5878696953824,90.0
673,mp-1217271,4.037171557073715,4.037171557073715,6.864159,90.0,90.0,119.99999999999999
674,mp-1217281,4.059042444246796,4.059042444246796,7.008589,90.0,90.0,119.99999999999999
675,mp-1217996,7.971498152884625,7.971498152884625,9.917187407456057,90.0,90.0,120.00000000000001
676,mp-1218382,5.03004412,5.03004412,17.65217372,90.0,90.0,90.0
677,mp-1219240,3.71462038,3.71462038,5.17931872,90.0,90.0,90.0
678,mp-1219568,6.385744,6.411616,7.53217,90.0,90.0,90.0
679,mp-1220714,4.217042205464473,4.217042205464473,19.85146753663663,90.0,90.0,119.99999999999999
680,mp-1220879,4.116624459433353,4.116624459433353,21.031527413473373,90.0,90.0,120.00000000000001
681,mp-1220883,4.401092918715644,4.401092918715644,22.687015704876845,90.0,90.0,119.99999999999999
682,mp-1220912,4.156009004061353,4.156009004061353,19.979147681813757,90.0,90.0,120.00000000000001
683,mp-1220967,4.157273225346754,4.157273225346754,7.041954,90.0,90.0,119.99999999999999
684,mp-1221101,4.195551491404389,4.195551491404389,21.14924113626969,90.0,90.0,120.00000000000001
685,mp-1221102,4.481605181090844,4.481605181090844,22.75485533127894,90.0,90.0,120.00000000000001
686,mp-1221125,4.038025313634785,4.038025313634785,20.233535406797834,90.0,90.0,119.99999999999999
687,mp-1221936,4.5426874,4.5426874,6.37987516,90.0,90.0,90.0
688,mp-1222263,3.75260979,3.75260979,5.26901473,90.0,90.0,90.0
689,mp-1222296,3.998964759877118,3.998964759877118,18.515352591702293,90.0,90.0,120.00000000000001
690,mp-1222370,3.9549180716320143,3.9549180716320143,18.506298065584065,90.0,90.0,119.99999999999999
691,mp-1222404,3.9592339539436843,3.9592339539436843,18.87256372656762,90.0,90.0,120.00000000000001
692,mp-1222618,4.1702274625389695,4.1702274625389695,20.497331456359895,90.0,90.0,119.99999999999999
693,mp-1222719,5.29088404115645,5.29088404115645,5.186806,90.0,90.0,120.00000000000001
694,mp-1222782,3.85885424,3.85885424,5.63272586,90.0,90.0,90.0
695,mp-1223443,4.125924958087792,4.125924958087792,22.17960494687824,90.0,90.0,120.00000000000001
696,mp-1223799,3.78086854,3.78086854,5.34025063,90.0,90.0,90.0
697,mp-1223929,5.615708,5.615708,10.170387999999997,90.0,90.0,90.0
698,mp-1223956,4.1582927,5.32696026,13.34807248,90.0,90.0,90.0
699,mp-1224210,5.892196,5.892196,10.786922,90.0,90.0,90.0
700,mp-1224851,5.506401090003024,5.506401090003024,10.8105801,90.0,90.0,90.0
701,mp-1225289,4.18551104,5.34396372,13.45008402,90.0,90.0,90.0
702,mp-1225447,3.7725675,3.7725675,5.31917218,90.0,90.0,90.0
703,mp-1227238,4.036648,4.036648,13.581908,90.0,90.0,90.0
704,mp-1227444,4.009902,4.009902,13.19316,90.0,90.0,90.0
705,mp-1228342,4.16201376,4.16201376,13.611475500000001,90.0,90.0,90.0
706,mp-1228963,6.056212,6.056212,10.812414,90.0,90.0,90.0
707,mp-1232332,5.619312,5.619312,11.110009999999999,90.0,90.0,90.0
708,mp-1245429,4.4604705067487025,4.4604705067487025,9.195157410119526,90.0,90.0,90.0
709,mp-1272139,4.329809837740722,4.329809837740722,6.5599054599999995,90.0,90.0,119.99999999999999
710,mp-1323553,5.0087377560036535,5.0087377560036535,14.012957715979686,90.0,90.0,120.00000000000001
711,mp-1391273,4.849657449689381,4.849657449689381,13.096662434987056,90.0,90.0,120.00000000000001
712,mp-1391800,4.930001411048899,4.930001411048899,13.182554624316499,90.0,90.0,120.00000000000001
713,mp-1397451,5.156333756631773,5.156333756631773,13.812048279668637,90.0,90.0,119.99999999999999
714,mp-1399447,5.216560187877352,5.216560187877352,13.333522691981884,90.0,90.0,120.00000000000001
715,mp-1403065,5.085406930239939,5.085406930239939,13.605753578218257,90.0,90.0,120.00000000000001
716,mp-1409292,4.802945592927053,4.802945592927053,13.071237014131203,90.0,90.0,120.00000000000001
717,mp-505297,6.175680472710913,6.175680472710913,6.175680472710913,90.0,90.0,90.0
718,mp-510625,2.9811529041234266,2.9811529041234266,17.05281261119436,90.0,90.0,119.99999999999999
719,mp-540584,3.1374797546537145,6.043120347315936,8.516067661025238,90.0,90.0,90.0
720,mp-541044,3.5344121292134183,3.5344121292134183,13.66789196,90.0,90.0,120.00000000000001
721,mp-541837,4.191366525881255,4.191366525881255,29.92868720220962,90.0,90.0,119.99999999999999
722,mp-545359,4.390372,4.390372,10.944196,90.0,90.0,90.0
723,mp-545399,4.997436407216504,4.997436407216504,5.308315,90.0,90.0,120.00000000000001
724,mp-545598,6.881459096230008,7.087032217943157,3.52057956,90.0,90.0,90.0
725,mp-545728,4.023883,4.023883,9.806738,90.0,90.0,90.0
726,mp-546082,3.871369,3.871369,9.00831,90.0,90.0,90.0
727,mp-546266,3.945744,3.945744,9.707467,90.0,90.0,90.0
728,mp-546500,3.5566902004837226,3.5566902004837226,15.054437468009544,90.0,90.0,120.00000000000001
729,mp-546552,3.0616764198230917,3.0616764198230917,17.806434429175205,90.0,90.0,120.00000000000001
730,mp-546621,3.898706,3.898706,9.286959,90.0,90.0,90.0
731,mp-546864,3.698989096627155,3.698989096627155,8.16885521,90.0,90.0,120.00000000000001
732,mp-549127,3.888732,3.888732,9.050243,90.0,90.0,90.0
733,mp-549333,4.013028,4.013028,9.758086,90.0,90.0,90.0
734,mp-549709,3.84189573,3.84189573,8.93974821,90.0,90.0,90.0
735,mp-550111,3.958292,3.958292,9.40433,90.0,90.0,90.0
736,mp-550635,3.903233,3.903233,9.695471,90.0,90.0,90.0
737,mp-550820,3.9640682603637054,3.9640682603637054,30.88490019873573,90.0,90.0,120.00000000000001
738,mp-551900,3.993484,3.993484,9.465344,90.0,90.0,90.0
739,mp-552120,3.7945199894939408,3.7945199894939408,28.566528468353017,90.0,90.0,120.00000000000001
740,mp-552604,3.901229,3.901229,9.043417,90.0,90.0,90.0
741,mp-552738,3.921361,3.921361,9.673146,90.0,90.0,90.0
742,mp-552857,3.95449,3.95449,9.737193,90.0,90.0,90.0
743,mp-552992,3.915038,3.915038,9.316221,90.0,90.0,90.0
744,mp-553082,3.972849,3.972849,9.161927,90.0,90.0,90.0
745,mp-553242,3.979225,3.979225,9.399018,90.0,90.0,90.0
746,mp-553243,3.88104827,3.88104827,9.2255835,90.0,90.0,90.0
747,mp-553303,5.109521114554128,5.109521114554128,5.518367164091029,90.0,90.0,119.99999999999999
748,mp-553308,3.681817907811,3.681817907811,13.79336816,90.0,90.0,120.00000000000001
749,mp-554310,4.123046531532323,4.123046531532323,22.221978364825972,90.0,90.0,119.99999999999999
750,mp-555850,3.925752765962027,3.925752765962027,24.56632877111526,90.0,90.0,120.00000000000001
751,mp-555908,4.643519410000112,4.643519410000112,3.19916469,90.0,90.0,90.0
752,mp-556417,8.359146094859796,8.359146094859796,8.359146094859796,90.0,90.0,90.0
753,mp-557257,4.129360336666667,4.129360336666667,4.129360336666667,90.0,90.0,90.0
754,mp-557655,4.067304477697379,4.067304477697379,22.460817308795093,90.0,90.0,119.99999999999999
755,mp-557938,8.102363853905208,8.102363853905208,8.102363853905208,90.0,90.0,90.0
756,mp-558749,4.23247214,4.23247214,4.23247214,90.0,90.0,90.0
757,mp-558928,4.53294056,4.53294056,5.84943294,90.0,90.0,90.0
758,mp-559798,4.632870150006959,4.632870150006959,3.0795406,90.0,90.0,90.0
759,mp-561367,5.3009885450557634,3.0346415467499064,7.047333841333487,90.0,107.36578341623509,90.0
760,mp-561751,4.041662458378783,4.041662458378783,24.165438961128885,90.0,90.0,119.99999999999999
761,mp-561947,4.595449719999999,4.595449719999999,4.595449719999999,90.0,90.0,90.0
762,mp-567290,4.136222531034573,4.136222531034573,5.9225931,90.0,90.0,119.99999999999999
763,mp-567636,5.753840445803216,5.753840445803216,5.753840445803216,90.0,90.0,90.0
764,mp-568346,3.55823524,4.104030670000001,8.90516558,90.0,90.0,90.0
765,mp-568560,6.684083526987348,6.684083526987348,6.684083526987348,90.0,90.0,90.0
766,mp-568588,4.315014606003185,4.315014606003185,23.132754294726283,90.0,90.0,119.99999999999999
767,mp-568968,8.237692,8.237692,7.138506,90.0,90.0,90.0
768,mp-569178,4.147043434316395,4.147043434316395,23.214079470073024,90.0,90.0,120.00000000000001
769,mp-569304,2.4562567946246654,2.4562567946246654,33.19087197728095,90.0,90.0,120.00000000000001
770,mp-569393,4.215559085652317,4.215559085652317,23.175860280276375,90.0,90.0,120.00000000000001
771,mp-569507,4.182593271577808,4.182593271577808,23.177226088272743,90.0,90.0,119.99999999999999
772,mp-569639,6.439101528755188,6.439101528755188,6.439101528755188,90.0,90.0,90.0
773,mp-570097,4.273837813019665,4.273837813019665,23.534046492280257,90.0,90.0,119.99999999999999
774,mp-570117,4.129699048501927,4.129699048501927,23.200928013305454,90.0,90.0,119.99999999999999
775,mp-570485,4.229390707965511,4.229390707965511,4.964784,90.0,90.0,119.99999999999999
776,mp-570935,4.544069301207673,4.544069301207673,7.29169756,90.0,90.0,119.99999999999999
777,mp-571093,4.334227520400492,4.334227520400492,5.262552,90.0,90.0,119.99999999999999
778,mp-571102,7.042062392779568,7.042062392779568,7.042062392779568,90.0,90.0,90.0
779,mp-571222,7.322070118669273,7.322070118669273,7.322070118669273,90.0,90.0,90.0
780,mp-578610,3.233550796070319,3.233550796070319,15.657950429619918,90.0,90.0,119.99999999999999
781,mp-581024,8.624056741696341,8.624056741696341,8.624056741696341,90.0,90.0,90.0
782,mp-605034,8.002589366977142,8.002589366977142,8.002589366977142,90.0,90.0,90.0
783,mp-613910,7.315122782312094,7.315122782312094,6.975401926251443,90.0,90.0,120.00000000000001
784,mp-623024,5.252976672040432,5.252976672040432,14.356109007801116,90.0,90.0,120.00000000000001
785,mp-625150,3.25713702,12.90714114,4.03634474,90.0,90.0,90.0
786,mp-625359,4.37417373444114,3.83274926,6.251208544890936,90.0,107.60854559032947,90.0
787,mp-625509,6.86377480638879,4.991671999133592,4.265772796270595,90.0,112.43663250588558,90.0
788,mp-626151,4.301149066211529,3.63345779,5.961394275295314,90.0,109.01350239193165,90.0
789,mp-626173,4.272631702958795,3.6046166125891195,5.920240121021006,90.0,109.15469563429755,90.0
790,mp-626417,4.425200974766878,8.047120768191801,4.25023165,90.0,90.0,90.0
791,mp-626620,4.1177926,10.788089620000001,4.20268733,90.0,90.0,90.0
792,mp-626785,3.91806938,10.36259366,3.97296462,90.0,90.0,90.0
793,mp-634657,3.9080485140436343,4.45281087,5.912571469459149,90.0,99.63077424658375,90.0
794,mp-642807,3.7712613755105906,3.7712613755105906,31.368082072382848,90.0,90.0,120.00000000000001
795,mp-643002,6.635270699999997,6.635270699999997,6.635270699999997,90.0,90.0,90.0
796,mp-643101,8.52159184,8.52159184,8.52159184,90.0,90.0,90.0
797,mp-643243,8.9723494,8.9723494,8.9723494,90.0,90.0,90.0
798,mp-643260,5.27387412,5.27387412,6.48643392,90.0,90.0,90.0
799,mp-643279,8.1200411,8.1200411,8.1200411,90.0,90.0,90.0
800,mp-643370,5.717818886919488,5.717818886919488,4.538310090017386,90.0,90.0,119.99999999999999
801,mp-644222,3.734935603785559,3.734935603785559,10.419544,90.0,90.0,120.00000000000001
802,mp-665922,3.8480521808727124,3.8480521808727124,19.125475284474728,90.0,90.0,120.00000000000001
803,mp-675349,4.074556841694095,4.074556841694095,6.3884855,90.0,90.0,119.99999999999999
804,mp-676861,6.285973940939151,6.439709731476452,3.01452656,90.0,90.0,90.0
805,mp-677335,4.8987378177899465,4.8987378177899465,7.414960310310909,90.0,90.0,90.0
806,mp-689925,8.85947491077044,8.85947491077044,8.85947491077044,90.0,90.0,90.0
807,mp-690785,7.2586319,7.2586319,7.2586319,90.0,90.0,90.0
808,mp-690794,3.813497687331907,3.813497687331907,18.906782999999994,90.0,90.0,120.00000000000001
809,mp-697030,6.59511244,6.59511244,6.59511244,90.0,90.0,90.0
810,mp-697038,8.06730744,8.06730744,8.06730744,90.0,90.0,90.0
811,mp-697044,8.09241568,8.09241568,8.09241568,90.0,90.0,90.0
812,mp-697096,5.19455004,5.19455004,6.61749774,90.0,90.0,90.0
813,mp-697133,4.60310942,4.60310942,15.507769,90.0,90.0,90.0
814,mp-752658,3.8305997863705876,3.8305997863705876,6.799496200000444,90.0,90.0,119.99999999999999
815,mp-752955,6.5262972,6.5262972,3.94508062,90.0,90.0,90.0
816,mp-753173,3.9071804,3.9071804,9.40566742,90.0,90.0,90.0
817,mp-753287,3.3680642066586204,3.3680642066586204,4.7502443,90.0,90.0,90.0
818,mp-753571,7.535914251561006,7.535914251561006,7.535914251561006,90.0,90.0,90.0
819,mp-753594,3.96824418363011,3.96958714,5.745037591451439,90.0,90.0,90.0
820,mp-753712,3.939309869999999,3.939309869999999,9.48607016,90.0,90.0,90.0
821,mp-753721,3.86074117733137,3.86074117733137,19.259202090000265,90.0,90.0,120.00000000000001
822,mp-753774,3.3852226442093154,3.3852226442093154,18.526143000000133,90.0,90.0,120.00000000000001
823,mp-753781,4.097686723510881,4.097686723510881,4.097686723510881,90.0,90.0,90.0
824,mp-753920,3.755431556640205,3.755431556640205,6.6987023100050305,90.0,90.0,120.00000000000001
825,mp-754027,4.685804606495713,4.685804606495713,10.685114524031414,90.0,90.0,90.0
826,mp-754055,3.494305757805887,3.494305757805887,13.62849359031707,90.0,90.0,119.99999999999999
827,mp-754065,5.297762437520582,5.297762437520582,4.92415045000132,90.0,90.0,120.00000000000001
828,mp-754110,3.6329528397225492,3.6329528397225492,12.40779230083892,90.0,90.0,120.00000000000001
829,mp-754138,3.529457728795642,3.529457728795642,13.667322080385544,90.0,90.0,120.00000000000001
830,mp-754154,3.511468860567293,3.511468860567293,13.656287530239444,90.0,90.0,120.00000000000001
831,mp-754158,3.622150588424085,3.622150588424085,18.699685838796174,90.0,90.0,120.00000000000001
832,mp-754237,4.36002379,4.36002379,10.061824660000887,90.0,90.0,90.0
833,mp-754326,6.358373005765971,2.9870691000000003,6.202943271346366,90.0,119.43362890812124,90.0
834,mp-754363,4.16058973,4.16058973,13.555789580000305,90.0,90.0,90.0
835,mp-754534,4.48346527,9.485576700000053,3.53033169,90.0,90.0,90.0
836,mp-754535,3.816465010436285,3.816465010436285,12.2811925031836,90.0,90.0,120.00000000000001
837,mp-754594,4.837051472439093,4.837051472439093,7.233375810000683,90.0,90.0,90.0
838,mp-754605,4.30961506,4.30961506,9.956031520000101,90.0,90.0,90.0
839,mp-754825,3.332241091594244,3.332241091594244,16.37986716,90.0,90.0,120.00000000000001
840,mp-754883,3.4312080020699804,3.4312080020699804,18.571856744692155,90.0,90.0,120.00000000000001
841,mp-754969,3.76460034,3.76460034,8.51676282,90.0,90.0,90.0
842,mp-755311,3.2940275244782895,3.2940275244782895,16.351809420000034,90.0,90.0,120.00000000000001
843,mp-755340,3.847156414512454,3.847156414512454,6.820991910000889,90.0,90.0,120.00000000000001
844,mp-755586,4.79115407,4.79115407,11.38588138,90.0,90.0,90.0
845,mp-755651,3.591045891321165,3.591045891321165,13.698600181736504,90.0,90.0,120.00000000000001
