id,Formule,BG,IM,CA,a,b,c,alpha,beta,gamma,contains_rare_earth,is_element,num_of_elements
mp-23040,Ca2PI,1.6997000000000004,False,146024.17633880975,4.311202296987753,4.311202296987753,22.26635316520948,90.0,90.0,120.0,False,False,3
mp-23046,SrIF,4.3096000000000005,False,2254.8516311319795,4.27610854,4.27610854,8.97879985,90.0,90.0,90.0,False,False,3
mp-23052,ZrIN,1.2172,False,44845.778132122905,3.75514487,4.11848974,9.70430948,90.0,90.0,90.0,False,False,3
mp-23056,Sr2BrN,1.8455,False,89361.1133267938,3.938812910281553,3.938812910281553,21.98055454407755,90.0,90.0,120.0,False,False,3
mp-23070,BaBrF,4.8824,False,1375.3920345497645,4.5399233500000005,4.5399233500000005,7.49539352,90.0,90.0,90.0,False,False,3
mp-23072,BiBrO,2.2251,False,10758.881757173169,3.92782718,3.92782718,8.39431909,90.0,90.0,90.0,False,False,3
mp-23162,ZrCl2,0.8479999999999999,False,518455.6073024764,3.404810468398956,3.404810468398956,19.97678194938,90.0,90.0,120.0,False,False,2
mp-23177,HgBr,2.2557,False,45959.2633679429,4.743077152573382,4.743077152573382,11.286349926373504,90.0,90.0,90.0,False,False,2
mp-23202,InI,1.3412000000000002,False,313509.1466665531,4.860243728716956,12.86526409645591,4.83363636,90.0,90.0,90.0,False,False,2
mp-23205,MgI2,3.616200000000001,False,3466.219896135275,4.1956845299391015,4.1956845299391015,7.10572693,90.0,90.0,120.0,False,False,2
mp-23251,KBr,4.3224,False,1266.7664870364429,6.5890819395976505,6.5890819395976505,6.5890819395976505,90.0,90.0,90.0,False,False,2
mp-23268,NaI,3.5687,False,2836.6021956158675,6.43731337264115,6.43731337264115,6.43731337264115,90.0,90.0,90.0,False,False,2
mp-23297,BrF3,2.211,False,5370.491308069628,5.3104690967558,7.569116689334061,6.22369746,90.0,90.0,90.0,False,False,2
mp-23406,Cs2PtCl6,2.1146,False,24805.573921457624,10.338716168297802,10.338716168297802,10.338716168297802,90.0,90.0,90.0,False,False,3
mp-23465,Cs2TeCl6,2.7815000000000003,False,11466.394384937186,10.55848469859708,10.55848469859708,10.55848469859708,90.0,90.0,90.0,False,False,3
mp-23475,Rb2PbCl6,1.2605,False,117264.20812560157,10.277402817449191,10.277402817449191,10.277402817449191,90.0,90.0,90.0,False,False,3
mp-23703,LiH,2.981,False,10195.54681615706,4.017238783831899,4.017238783831899,4.017238783831899,90.0,90.0,90.0,False,False,2
mp-23710,MgH2,3.7097,False,2975.5267512761834,4.476694,4.476694,2.992537,90.0,90.0,90.0,False,False,2
mp-23737,KMgH3,2.458,False,2710.9691807088807,3.988098,3.988098,3.988098,90.0,90.0,90.0,False,False,3
